Age,BusinessTravel,DailyRate,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,prob_take_rcc,prob_stay,eligible_for_1/4_monthly_income,eligible_for_1/3_monthly_income,severance_package,MonthlyIncome_category,MonthlyIncome_category_code,group_combined,severance_group,YearlyRate,role_Healthcare Representative,role_Human Resources,role_Laboratory Technician,role_Manager,role_Manufacturing Director,role_Research Director,role_Research Scientist,role_Sales Executive,role_Sales Representative,dept_Human Resources,dept_Research & Development,dept_Sales,employee_count,rcc_offer
37.0,Travel_Rarely,783.0,7.0,4,Medical,1,1885,4,Male,78,3,2,1,Married,4284,13588,5,Y,Yes,22,4,3,80,1,16,2,3,5,3,0,4,0.04507143,0.95492857,5,0,18207.0,"(3902.0, 4306.0]",6,6,16,7349.16709008,0.0,0.0,0.0,0.0,0.0,0.0,0.04507143,0.0,0.0,0.0,0.04507143,0.0,1,1.0
30.0,Travel_Frequently,721.0,1.0,2,Medical,1,57,3,Female,58,3,2,4,Single,4011,10781,1,Y,No,23,4,4,80,0,12,2,3,12,8,3,7,0.013119753,0.986880247,10,2,24734.5,"(3902.0, 4306.0]",6,6,16,1697.3286851159999,0.0,0.0,0.013119753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013119753,0.0,1,1.0
56.0,Travel_Rarely,713.0,8.0,3,Life Sciences,1,241,3,Female,67,3,1,1,Divorced,4257,13939,4,Y,Yes,18,3,3,80,1,19,3,3,2,2,2,2,0.021855308,0.978144692,2,0,14899.5,"(3902.0, 4306.0]",6,6,16,3655.693658544,0.0,0.0,0.0,0.0,0.0,0.0,0.021855308,0.0,0.0,0.0,0.021855308,0.0,1,1.0
,Travel_Rarely,688.0,,3,Medical,1,538,1,Male,91,3,1,1,Married,4031,9396,5,Y,No,13,3,3,80,1,6,5,3,2,2,0,2,0.232627342,0.767372658,2,0,14108.5,"(3902.0, 4306.0]",6,6,16,26229.198065184,0.0,0.0,0.232627342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.232627342,0.0,1,1.0
34.0,Travel_Rarely,1157.0,,2,Medical,1,1696,2,Male,57,2,2,4,Married,3986,11912,1,Y,No,14,3,3,80,1,15,3,4,15,10,4,13,0.006748038,0.993251962,10,5,28566.333333333336,"(3902.0, 4306.0]",6,6,16,964.591543872,0.0,0.0,0.006748038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006748038,0.0,1,1.0
31.0,Travel_Rarely,1365.0,13.0,4,Medical,1,650,2,Male,46,3,2,1,Divorced,4233,11512,2,Y,No,17,3,3,80,0,9,2,1,3,1,1,2,0.158979812,0.841020188,3,0,15873.75,"(3902.0, 4306.0]",6,6,16,21962.107148928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.158979812,0.0,0.0,0.0,0.158979812,1,1.0
42.0,Travel_Rarely,188.0,29.0,3,Medical,1,1148,2,Male,56,1,2,4,Single,4272,9558,4,Y,No,19,3,1,80,0,16,3,3,1,0,0,0,0.219101838,0.780898162,1,0,13884.0,"(3902.0, 4306.0]",6,6,16,25130.104411247998,0.0,0.0,0.219101838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.219101838,0.0,1,1.0
52.0,Non-Travel,715.0,19.0,4,Medical,1,791,4,Male,41,3,1,4,Married,4258,26589,0,Y,No,18,3,1,80,1,5,3,3,4,3,1,2,0.012682999,0.987317001,4,0,17032.0,"(3902.0, 4306.0]",6,6,16,4046.7391249320003,0.0,0.0,0.0,0.0,0.0,0.0,0.012682999,0.0,0.0,0.0,0.012682999,0.0,1,1.0
31.0,Travel_Rarely,480.0,7.0,2,Medical,1,524,2,Female,31,3,2,1,Married,4306,4156,1,Y,No,12,3,2,80,1,13,5,1,13,10,3,12,0.007316104,0.992683896,10,3,27989.0,"(3902.0, 4306.0]",6,6,16,364.868738688,0.0,0.0,0.0,0.0,0.007316104,0.0,0.0,0.0,0.0,0.0,0.007316104,0.0,1,1.0
31.0,Travel_Rarely,311.0,20.0,3,Life Sciences,1,1881,2,Male,89,3,2,3,Divorced,4197,18624,1,Y,No,11,3,1,80,1,10,2,3,10,8,0,2,0.008453706,0.991546294,10,0,23083.5,"(3902.0, 4306.0]",6,6,16,1889.301846528,0.0,0.0,0.008453706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008453706,0.0,1,1.0
37.0,Travel_Rarely,674.0,13.0,3,Medical,1,1543,1,Male,47,3,2,4,Married,4285,3031,1,Y,No,17,3,1,80,0,10,2,3,10,8,3,7,0.008289828,0.991710172,10,0,23567.5,"(3902.0, 4306.0]",6,6,16,301.517624016,0.0,0.0,0.0,0.0,0.0,0.0,0.008289828,0.0,0.0,0.0,0.008289828,0.0,1,1.0
24.0,Travel_Rarely,1371.0,10.0,4,Marketing,1,507,4,Female,77,3,2,3,Divorced,4260,5915,1,Y,Yes,12,3,4,80,1,5,2,4,5,2,0,3,0.088605715,0.911394285,5,0,18105.0,"(3902.0, 4306.0]",6,6,16,6289.2336507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.088605715,0.0,0.0,0.0,0.088605715,1,1.0
,Travel_Rarely,,1.0,2,Medical,1,1083,1,Male,59,2,1,1,Married,3955,11141,1,Y,No,16,3,1,80,2,6,2,3,5,3,1,3,0.264512614,0.735487386,5,0,16808.75,"(3902.0, 4306.0]",6,6,16,35363.220390888,0.0,0.0,0.264512614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.264512614,0.0,1,1.0
37.0,Travel_Rarely,1470.0,10.0,3,Medical,1,1640,2,Female,71,3,1,2,Married,3936,9953,1,Y,No,11,3,1,80,1,8,2,1,8,4,7,7,0.149135875,0.850864125,8,0,19680.0,"(3902.0, 4306.0]",6,6,16,17812.1923665,0.0,0.0,0.0,0.0,0.0,0.0,0.149135875,0.0,0.0,0.0,0.149135875,0.0,1,1.0
27.0,Travel_Rarely,954.0,9.0,3,Marketing,1,1965,4,Male,44,3,2,4,Single,4105,5099,1,Y,No,14,3,1,80,0,7,5,3,7,7,0,7,0.023519566,0.976480434,7,0,19498.75,"(3902.0, 4306.0]",6,6,16,1439.115204408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023519566,0.0,0.0,0.0,0.023519566,1,1.0
,Travel_Rarely,,23.0,3,Marketing,1,72,3,Female,47,2,2,4,Married,4157,21436,7,Y,Yes,19,3,3,80,1,5,2,2,2,2,0,0,0.77808854,0.22191146,2,0,14549.5,"(3902.0, 4306.0]",6,6,16,200149.27132128002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77808854,0.0,0.0,0.0,0.77808854,1,1.0
32.0,Travel_Rarely,1033.0,9.0,3,Medical,1,190,1,Female,41,3,1,1,Single,4200,10224,7,Y,No,22,4,1,80,0,10,2,4,5,4,0,4,0.352117229,0.647882771,5,0,17850.0,"(3902.0, 4306.0]",6,6,16,43200.558591552,0.0,0.0,0.352117229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.352117229,0.0,1,1.0
39.0,Travel_Frequently,766.0,20.0,3,Life Sciences,1,1812,3,Male,83,3,2,4,Divorced,4127,19188,2,Y,No,18,3,4,80,1,7,6,3,2,1,2,2,0.0175791,0.9824209,2,0,14444.5,"(3902.0, 4306.0]",6,6,16,4047.6932496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0175791,0.0,0.0,0.0,0.0175791,1,1.0
39.0,Travel_Rarely,1431.0,1.0,4,Medical,1,332,3,Female,96,3,1,3,,2232,15417,7,Y,No,14,3,3,80,3,7,1,3,3,2,1,2,0.054711309,0.945288691,3,0,8370.0,"(2187.0, 2377.0]",1,1,1,10121.811010236,0.0,0.0,0.054711309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054711309,0.0,1,1.0
,Travel_Rarely,1229.0,8.0,1,Life Sciences,1,63,4,Male,36,4,1,4,Married,2269,4892,1,Y,No,19,3,4,80,0,1,2,3,1,0,0,1,0.015225096,0.984774904,1,0,7374.25,"(2187.0, 2377.0]",1,1,1,893.774035584,0.0,0.0,0.015225096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015225096,0.0,1,1.0
40.0,Travel_Rarely,1171.0,10.0,4,Life Sciences,1,483,4,Female,46,4,1,3,Married,2213,22495,3,Y,Yes,13,3,3,80,1,10,3,3,7,7,1,7,0.040860478,0.959139522,7,0,10511.75,"(2187.0, 2377.0]",1,1,1,11029.87743132,0.0,0.0,0.040860478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040860478,0.0,1,1.0
27.0,Travel_Rarely,618.0,4.0,3,Life Sciences,1,933,2,Female,76,3,1,3,Single,2318,17808,1,Y,No,19,3,3,80,0,1,2,3,1,1,0,0,0.057735142,0.942264858,1,0,7533.5,"(2187.0, 2377.0]",1,1,1,12337.768904832,0.0,0.0,0.0,0.0,0.0,0.0,0.057735142,0.0,0.0,0.0,0.057735142,0.0,1,1.0
32.0,Travel_Rarely,1062.0,2.0,3,Medical,1,471,3,Female,75,3,1,2,Married,2370,3956,1,Y,No,13,3,3,80,1,8,4,3,8,0,0,7,0.059093341,0.940906659,8,0,11850.0,"(2187.0, 2377.0]",1,1,1,2805.279083952,0.0,0.0,0.059093341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059093341,0.0,1,1.0
30.0,,125.0,9.0,2,Medical,1,41,4,Male,83,2,1,3,Single,2206,16117,1,Y,No,13,3,1,80,0,10,5,3,10,0,1,8,0.392770755,0.607229245,10,0,12133.0,"(2187.0, 2377.0]",1,1,1,75963.43510002001,0.0,0.0,0.392770755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.392770755,0.0,1,1.0
34.0,Travel_Rarely,1440.0,7.0,2,Technical Degree,1,1541,2,Male,55,3,1,3,Married,2308,4944,0,Y,Yes,25,4,2,80,1,12,4,3,11,10,5,7,0.414641925,0.585358075,10,1,13463.333333333332,"(2187.0, 2377.0]",1,1,1,24599.876126400002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.414641925,0.0,0.0,0.414641925,1,1.0
44.0,Non-Travel,111.0,17.0,3,Life Sciences,1,1206,4,Male,74,1,1,3,Single,2290,4279,2,Y,No,13,3,4,80,0,6,3,3,0,0,0,0,0.11358604,0.88641396,0,0,6870.0,"(2187.0, 2377.0]",1,1,1,5832.41598192,0.0,0.0,0.0,0.0,0.0,0.0,0.11358604,0.0,0.0,0.0,0.11358604,0.0,1,1.0
34.0,Travel_Frequently,296.0,6.0,2,Marketing,1,555,4,Female,33,1,1,3,Divorced,2351,12253,0,Y,No,16,3,4,80,1,3,3,2,2,2,1,0,0.12966543,0.87033457,2,0,8228.5,"(2187.0, 2377.0]",1,1,1,19065.48616548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12966543,0.0,0.0,0.12966543,1,1.0
27.0,Travel_Rarely,1103.0,14.0,3,Life Sciences,1,1244,1,Male,42,3,1,1,Married,2235,14377,1,Y,Yes,14,3,4,80,2,9,3,2,9,7,6,8,0.516136773,0.483863227,9,0,11733.75,"(2187.0, 2377.0]",1,1,1,89045.980625052,0.0,0.0,0.0,0.0,0.0,0.0,0.516136773,0.0,0.0,0.0,0.516136773,0.0,1,1.0
29.0,Travel_Rarely,1283.0,23.0,3,Life Sciences,1,495,4,Male,54,3,1,4,Single,2201,18168,9,Y,No,16,3,4,80,0,6,4,3,3,2,1,2,0.180785766,0.819214234,3,0,8253.75,"(2187.0, 2377.0]",1,1,1,39414.189560255996,0.0,0.0,0.0,0.0,0.0,0.0,0.180785766,0.0,0.0,0.0,0.180785766,0.0,1,1.0
48.0,Travel_Rarely,1108.0,15.0,4,Other,1,1576,3,Female,65,3,1,1,Married,2367,16530,8,Y,No,12,3,4,80,1,10,3,2,8,2,7,6,0.457526604,0.542473396,8,0,11835.0,"(2187.0, 2377.0]",1,1,1,90754.97716944,0.0,0.0,0.0,0.0,0.0,0.0,0.457526604,0.0,0.0,0.0,0.457526604,0.0,1,1.0
32.0,Non-Travel,1184.0,1.0,3,Life Sciences,1,951,3,Female,70,2,1,2,Married,2332,3974,6,Y,No,20,4,3,80,0,5,3,3,3,0,0,2,0.118700419,0.881299581,3,0,8745.0,"(2187.0, 2377.0]",1,1,1,5660.585581272,0.0,0.0,0.118700419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.118700419,0.0,1,1.0
24.0,Travel_Rarely,350.0,21.0,2,Technical Degree,1,1551,3,Male,57,2,1,1,Divorced,2296,10036,0,Y,No,14,3,2,80,3,2,3,3,1,1,0,0,0.429858453,0.570141547,1,0,7462.0,"(2187.0, 2377.0]",1,1,1,51768.713211696,0.0,0.0,0.429858453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.429858453,0.0,1,1.0
23.0,Travel_Rarely,541.0,2.0,1,Technical Degree,1,113,3,Male,62,3,1,1,Divorced,2322,9518,3,Y,No,13,3,3,80,1,3,3,3,0,0,0,0,0.273651291,0.726348709,0,0,6966.0,"(2187.0, 2377.0]",1,1,1,31255.355852856002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.273651291,0.0,0.0,0.273651291,1,1.0
,Travel_Rarely,895.0,15.0,2,Life Sciences,1,1102,1,Male,50,3,1,3,Divorced,2207,22482,1,Y,No,16,3,4,80,1,4,5,2,4,2,2,2,0.123326238,0.876673762,4,0,8828.0,"(2187.0, 2377.0]",1,1,1,33271.445792592,0.0,0.0,0.123326238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.123326238,0.0,1,1.0
38.0,Travel_Rarely,1380.0,9.0,2,Life Sciences,1,245,3,Female,75,3,1,4,Single,2288,6319,1,Y,No,12,3,3,80,0,2,3,3,2,2,2,1,0.110549296,0.889450704,2,0,8008.0,"(2187.0, 2377.0]",1,1,1,8382.732017088001,0.0,0.0,0.110549296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.110549296,0.0,1,1.0
23.0,Travel_Rarely,427.0,7.0,3,Life Sciences,1,1702,3,Male,99,3,1,4,Divorced,2275,25103,1,Y,Yes,21,4,2,80,1,3,2,3,3,2,0,2,0.307813213,0.692186787,3,0,8531.25,"(2187.0, 2377.0]",1,1,1,92724.421031268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.307813213,0.0,0.0,0.307813213,1,1.0
,Travel_Rarely,995.0,9.0,3,Medical,1,930,3,Female,77,3,1,3,Divorced,2377,9834,5,Y,No,18,3,2,80,1,6,2,3,2,2,2,2,0.024911564,0.975088436,2,0,8319.5,"(2187.0, 2377.0]",1,1,1,2939.763844512,0.0,0.0,0.0,0.0,0.0,0.0,0.024911564,0.0,0.0,0.0,0.024911564,0.0,1,1.0
44.0,Travel_Rarely,935.0,,3,Life Sciences,1,1333,1,Male,89,3,1,1,Married,2362,14669,4,Y,No,12,3,3,80,0,10,4,4,3,2,1,2,0.145802152,0.854197848,3,0,8857.5,"(2187.0, 2377.0]",1,1,1,25665.261212256,0.0,0.0,0.145802152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.145802152,0.0,1,1.0
33.0,Non-Travel,,8.0,1,Life Sciences,1,1044,2,Female,88,2,1,4,Single,2342,21437,0,Y,No,19,3,4,80,0,3,2,2,2,2,2,2,0.062619818,0.937380182,2,0,8197.0,"(2187.0, 2377.0]",1,1,1,16108.572461591999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062619818,0.0,0.0,0.062619818,1,1.0
47.0,Travel_Rarely,1454.0,2.0,4,Life Sciences,1,925,4,Female,65,2,1,4,Single,3294,13137,1,Y,Yes,18,3,1,80,0,3,3,2,3,2,1,2,0.668826312,0.331173688,3,0,12352.5,"(2886.0, 3452.0]",4,4,14,105436.45512892799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.668826312,0.0,0.0,0.668826312,1,1.0
22.0,Travel_Rarely,581.0,1.0,2,Life Sciences,1,2007,4,Male,63,3,1,3,Single,3375,17624,0,Y,No,12,3,4,80,0,4,2,4,3,2,1,2,0.033384299,0.966615701,3,0,12656.25,"(2886.0, 3452.0]",4,4,14,7060.378626912,0.0,0.0,0.0,0.0,0.0,0.0,0.033384299,0.0,0.0,0.0,0.033384299,0.0,1,1.0
44.0,Travel_Rarely,1467.0,20.0,3,Life Sciences,1,1475,4,Male,49,3,1,2,Single,3420,21158,1,Y,No,13,3,3,80,0,6,3,2,5,2,1,3,0.182186441,0.817813559,5,0,14535.0,"(2886.0, 3452.0]",4,4,14,46256.408624136,0.0,0.0,0.0,0.0,0.0,0.0,0.182186441,0.0,0.0,0.0,0.182186441,0.0,1,1.0
,Travel_Rarely,1434.0,,4,Technical Degree,1,65,3,Male,50,3,1,3,Single,3441,11179,1,Y,Yes,13,3,3,80,0,2,3,2,2,2,2,2,0.935021514,0.064978486,2,0,12043.5,"(2886.0, 3452.0]",4,4,14,125431.266060072,0.0,0.0,0.935021514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.935021514,0.0,1,1.0
29.0,Travel_Rarely,1082.0,9.0,4,Medical,1,1709,4,Female,43,3,1,3,Married,2974,25412,9,Y,No,17,3,3,80,1,9,2,3,5,3,1,2,0.131139698,0.868860302,5,0,12639.5,"(2886.0, 3452.0]",4,4,14,39990.264066912,0.0,0.0,0.131139698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.131139698,0.0,1,1.0
,Travel_Rarely,1117.0,8.0,2,Life Sciences,1,395,4,Female,66,3,1,4,Single,3310,4488,1,Y,No,21,4,4,80,0,5,3,3,5,3,0,2,0.01499073,0.98500927,5,0,14067.5,"(2886.0, 3452.0]",4,4,14,807.3407548800001,0.0,0.0,0.0,0.0,0.0,0.0,0.01499073,0.0,0.0,0.0,0.01499073,0.0,1,1.0
44.0,Non-Travel,981.0,,3,Life Sciences,1,1471,3,Male,90,2,1,3,Single,3162,7973,3,Y,No,14,3,4,80,0,7,5,3,5,2,0,3,0.166017476,0.833982524,5,0,13438.5,"(2886.0, 3452.0]",4,4,14,15883.888033776,0.0,0.0,0.166017476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166017476,0.0,1,1.0
45.0,Travel_Rarely,1316.0,29.0,3,Medical,1,192,3,Male,83,3,1,4,Single,3452,9752,5,Y,No,13,3,2,80,0,9,2,2,6,5,0,3,0.235820592,0.764179408,6,0,15534.0,"(2886.0, 3452.0]",4,4,14,27596.668958208,0.0,0.0,0.0,0.0,0.0,0.0,0.235820592,0.0,0.0,0.0,0.235820592,0.0,1,1.0
21.0,Travel_Rarely,996.0,,2,Medical,1,379,4,Male,100,2,1,3,Single,3230,10531,1,Y,No,17,3,1,80,0,3,4,4,3,2,1,0,0.147788351,0.852211649,3,0,12112.5,"(2886.0, 3452.0]",4,4,14,18676.309492572003,0.0,0.0,0.0,0.0,0.0,0.0,0.147788351,0.0,0.0,0.0,0.147788351,0.0,1,1.0
32.0,Travel_Rarely,827.0,1.0,1,Life Sciences,1,134,4,Male,71,3,1,1,Single,2956,15178,1,Y,No,13,3,4,80,0,1,2,3,1,0,0,0,0.082082027,0.917917973,1,0,9607.0,"(2886.0, 3452.0]",4,4,14,14950.092069672,0.0,0.0,0.0,0.0,0.0,0.0,0.082082027,0.0,0.0,0.0,0.082082027,0.0,1,1.0
33.0,Travel_Rarely,461.0,13.0,1,Life Sciences,1,995,2,Female,53,3,1,4,Single,3452,17241,3,Y,No,18,3,1,80,0,5,4,3,3,2,0,2,0.036953727,0.963046273,3,0,12945.0,"(2886.0, 3452.0]",4,4,14,7645.430486484,0.0,0.0,0.0,0.0,0.0,0.0,0.036953727,0.0,0.0,0.0,0.036953727,0.0,1,1.0
39.0,Travel_Rarely,170.0,,2,Medical,1,1627,3,Male,76,2,2,3,Divorced,3069,10302,0,Y,No,15,3,4,80,1,11,3,3,10,8,0,7,0.003105629,0.996894371,10,0,16879.5,"(2886.0, 3452.0]",4,4,14,383.93027949599997,0.0,0.0,0.003105629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003105629,0.0,1,1.0
46.0,Travel_Rarely,991.0,1.0,2,Life Sciences,1,1314,4,Female,44,3,1,1,Single,3423,22957,6,Y,No,12,3,3,80,0,10,3,4,7,6,5,7,0.148193308,0.851806692,7,0,16259.25,"(2886.0, 3452.0]",4,4,14,40824.885261072,0.0,0.148193308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.148193308,0.0,0.0,1,1.0
,Travel_Rarely,287.0,1.0,4,Life Sciences,1,2052,3,Female,62,1,1,4,Married,2977,8952,1,Y,No,12,3,4,80,1,4,5,3,4,3,1,1,0.012233482,0.987766518,4,0,11908.0,"(2886.0, 3452.0]",4,4,14,1314.169570368,0.0,0.0,0.0,0.0,0.0,0.0,0.012233482,0.0,0.0,0.0,0.012233482,0.0,1,1.0
33.0,Travel_Frequently,1076.0,,3,Life Sciences,1,702,1,Male,70,3,1,1,Single,3348,3164,1,Y,Yes,11,3,1,80,0,10,3,3,10,8,9,7,0.870834102,0.129165898,10,0,18414.0,"(2886.0, 3452.0]",4,4,14,33063.829184736,0.0,0.0,0.0,0.0,0.0,0.0,0.870834102,0.0,0.0,0.0,0.870834102,0.0,1,1.0
34.0,Travel_Rarely,401.0,1.0,3,Life Sciences,1,1447,4,Female,86,2,1,2,Married,3294,3708,5,Y,No,17,3,1,80,1,7,2,2,5,4,0,2,0.068169931,0.931830069,5,0,13999.5,"(2886.0, 3452.0]",4,4,14,3033.2892497760004,0.0,0.0,0.068169931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068169931,0.0,1,1.0
,Travel_Frequently,575.0,,1,Technical Degree,1,510,3,Male,73,3,1,1,Single,3102,6582,0,Y,No,22,4,3,80,0,7,2,3,6,4,0,4,0.211001692,0.788998308,6,0,13959.0,"(2886.0, 3452.0]",4,4,14,16665.757640928,0.0,0.0,0.0,0.0,0.0,0.0,0.211001692,0.0,0.0,0.0,0.211001692,0.0,1,1.0
40.0,Travel_Rarely,1300.0,24.0,2,Technical Degree,1,335,1,Male,62,3,2,4,Divorced,3319,24447,1,Y,No,17,3,1,80,2,9,3,3,9,8,4,7,0.014920614,0.985079386,9,0,17424.75,"(2886.0, 3452.0]",4,4,14,4377.171005496,0.0,0.0,0.0,0.0,0.0,0.0,0.014920614,0.0,0.0,0.0,0.014920614,0.0,1,1.0
44.0,Travel_Frequently,920.0,24.0,3,Life Sciences,1,392,4,Male,43,3,1,3,Divorced,3161,19920,3,Y,Yes,22,4,4,80,1,19,0,1,1,0,0,0,0.313904362,0.686095638,1,0,10273.25,"(2886.0, 3452.0]",4,4,14,75035.69869248,0.0,0.0,0.313904362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.313904362,0.0,1,1.0
54.0,Travel_Rarely,155.0,9.0,2,Life Sciences,1,1969,1,Female,67,3,2,3,Married,2897,22474,3,Y,No,11,3,3,80,2,9,6,2,4,3,2,3,0.005805555,0.994194445,4,0,11588.0,"(2886.0, 3452.0]",4,4,14,1565.68851684,0.0,0.0,0.0,0.0,0.0,0.0,0.005805555,0.0,0.0,0.0,0.005805555,0.0,1,1.0
27.0,Travel_Rarely,1157.0,17.0,3,Technical Degree,1,233,3,Male,51,3,1,2,Married,3058,13364,0,Y,Yes,16,3,4,80,1,6,3,2,5,2,1,1,0.753916824,0.246083176,5,0,12996.5,"(2886.0, 3452.0]",4,4,14,120904.133231232,0.0,0.0,0.0,0.0,0.0,0.0,0.753916824,0.0,0.0,0.0,0.753916824,0.0,1,1.0
,Travel_Rarely,180.0,2.0,1,Medical,1,854,1,Male,65,4,1,1,Single,3424,21632,7,Y,No,13,3,3,80,0,6,3,2,4,3,0,1,0.268533602,0.731466398,4,0,13696.0,"(2886.0, 3452.0]",4,4,14,69707.02654156799,0.0,0.0,0.0,0.0,0.0,0.0,0.268533602,0.0,0.0,0.0,0.268533602,0.0,1,1.0
30.0,Travel_Frequently,1312.0,2.0,4,Technical Degree,1,1745,4,Female,78,2,1,1,Single,4968,26427,0,Y,No,16,3,4,80,0,10,2,3,9,7,0,7,0.076425659,0.923574341,9,0,26082.0,"(4648.0, 4978.0]",8,8,18,24236.410684716004,0.0,0.0,0.0,0.0,0.0,0.0,0.076425659,0.0,0.0,0.0,0.076425659,0.0,1,1.0
31.0,Travel_Rarely,691.0,,4,Technical Degree,1,423,3,Male,86,3,1,4,Married,4821,10077,0,Y,Yes,12,3,3,80,1,6,4,3,5,2,0,3,0.291695622,0.708304378,5,0,20489.25,"(4648.0, 4978.0]",8,8,18,35273.001394727995,0.0,0.0,0.0,0.0,0.0,0.0,0.291695622,0.0,0.0,0.0,0.291695622,0.0,1,1.0
37.0,Travel_Rarely,1141.0,11.0,2,Medical,1,1033,1,Female,61,1,2,2,Married,4777,14382,5,Y,No,15,3,1,80,0,15,2,1,1,0,0,0,0.13647563,0.86352437,1,0,15525.25,"(4648.0, 4978.0]",8,8,18,23553.51012792,0.13647563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13647563,0.0,1,1.0
34.0,Travel_Frequently,426.0,10.0,4,Life Sciences,1,1615,3,Male,42,4,2,4,Divorced,4724,17000,1,Y,No,13,3,1,80,1,9,3,3,9,7,7,2,0.009868505,0.990131495,9,0,24801.0,"(4648.0, 4978.0]",8,8,18,2013.17502,0.0,0.0,0.0,0.0,0.009868505,0.0,0.0,0.0,0.0,0.0,0.009868505,0.0,1,1.0
,Travel_Rarely,1356.0,10.0,4,Life Sciences,1,1240,3,Male,57,3,2,4,Single,4950,20623,0,Y,No,14,3,2,80,0,5,4,3,4,3,1,1,0.050399009,0.949600991,4,0,19800.0,"(4648.0, 4978.0]",8,8,18,12472.545151284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050399009,0.0,0.0,0.0,0.050399009,1,1.0
54.0,Travel_Frequently,928.0,20.0,4,Life Sciences,1,450,4,Female,31,3,2,3,Single,4869,16885,3,Y,No,12,3,4,80,0,20,4,2,4,3,0,3,0.0073571,0.9926429,4,0,19476.0,"(4648.0, 4978.0]",8,8,18,1490.695602,0.0,0.0,0.0,0.0,0.0,0.0,0.0073571,0.0,0.0,0.0,0.0073571,0.0,1,1.0
38.0,Travel_Rarely,903.0,2.0,3,Medical,1,1573,3,Male,81,3,2,2,Married,4855,7653,4,Y,No,11,3,1,80,2,7,2,3,5,2,1,4,0.029929561,0.970070439,5,0,20633.75,"(4648.0, 4978.0]",8,8,18,2748.611163996,0.0,0.0,0.0,0.0,0.029929561,0.0,0.0,0.0,0.0,0.0,0.029929561,0.0,1,1.0
,Travel_Frequently,1182.0,11.0,2,Marketing,1,1137,4,Male,54,3,2,4,Divorced,4968,18500,1,Y,No,11,3,4,80,1,5,3,3,5,2,0,2,0.026369294,0.973630706,5,0,21114.0,"(4648.0, 4978.0]",8,8,18,5853.983268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026369294,0.0,0.0,0.0,0.026369294,1,1.0
30.0,Travel_Rarely,855.0,7.0,4,Marketing,1,1428,4,Female,73,3,2,1,Divorced,4779,12761,7,Y,No,14,3,2,80,2,8,3,3,3,2,0,2,0.055750893,0.944249107,3,0,17921.25,"(4648.0, 4978.0]",8,8,18,8537.245746876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055750893,0.0,0.0,0.0,0.055750893,1,1.0
